state_of_health,state_of_charge,cycle_count,current_amps,temperature_cell,charge_rate_kw,is_charging,internal_resistance,action_voltage,action_current,dT_dt,dV_dt,thermal_stress_index,aging_indicator,charging_efficiency,charging_time,cycle_degradation,balancing_time
59.81,79.35,3456,200.1,61.48,66.23,0,0.0365,331.69,219.32,1.033,-0.0384,0.981,0.987,0.9,80.57,0.864,14.51
75.85,75.07,2102,133.11,25.83,8.62,0,0.0496,362.69,11.81,0.894,-0.0342,0.596,0.601,0.861,55.17,0.5255,9.74
74.39,56.4,1756,74.25,50.06,139.41,1,0.0485,413.31,104.27,1.018,0.0421,0.869,0.502,0.887,158.11,0.439,16.02
74.27,20.91,2109,142.31,43.27,73.28,1,0.0449,363.75,140.76,1.005,-0.028,0.801,0.603,0.869,157.95,0.5272,2.88
89.76,27.19,801,240.7,34.17,114.29,1,0.0328,412.86,202.04,0.207,0.0182,0.398,0.229,0.908,142.14,0.2003,20.07
73.92,11.05,2431,246.35,50.42,26.41,0,0.0231,377.79,183.18,0.844,0.0316,0.803,0.695,0.873,35.27,0.6078,11.54
71.39,39.3,1939,180.74,62.77,14.1,0,0.0386,351.33,227.76,0.29,0.0421,0.695,0.554,0.983,110.8,0.4848,1.11
71.33,95.89,2903,168.71,49.2,107.06,1,0.0181,428.2,117.52,-0.322,0.0216,0.583,0.829,0.812,99.13,0.7258,0.4
83.87,40.94,937,119.5,44.85,4.08,1,0.041,448.27,59.74,1.382,0.0002,0.967,0.268,0.839,83.63,0.2343,5.61
90.92,81.08,743,126.96,42.06,23.99,0,0.0197,356.96,157.76,0.623,0.0401,0.637,0.212,0.975,37.5,0.1857,15.01
73.21,95.8,2740,232.1,37.13,108.71,0,0.0355,348.26,202.74,0.149,-0.0399,0.402,0.783,0.955,165.61,0.685,13.28
63.62,58.67,3366,148.07,50.72,129.35,0,0.0374,382.26,50.03,0.16,-0.0415,0.532,0.962,0.913,47.71,0.8415,7.09
75.65,80.58,2888,39.62,29.85,12.35,1,0.0195,384.11,219.05,1.296,-0.0344,0.794,0.825,0.885,166.12,0.722,6.94
75.37,52.75,2158,80.63,51.87,104.77,1,0.026,446.98,87.67,0.819,0.0193,0.806,0.617,0.964,165.61,0.5395,13.93
77.82,62.25,2722,159.72,31.68,18.19,0,0.0142,312.77,54.47,0.424,-0.0129,0.462,0.778,0.811,126.83,0.6805,20.99
93.18,59.47,273,197.26,47.42,36.83,0,0.0171,440.3,177.64,-0.167,0.0365,0.505,0.078,0.836,152.46,0.0683,22.91
98.09,77.99,44,8.81,44.88,44.35,1,0.0059,421.36,86.41,-0.12,0.0397,0.462,0.013,0.863,66.47,0.011,16.37
76.21,76.58,2080,57.1,27.6,103.64,0,0.048,331.75,198.09,1.209,-0.0136,0.738,0.594,0.817,173.41,0.52,20.29
71.37,24.06,3155,22.71,21.21,64.75,1,0.0293,393.87,64.1,-0.482,-0.0108,0.389,0.901,0.823,46.85,0.7888,21.46
75.14,40.71,2499,65.39,26.66,3.35,0,0.0369,328.8,61.03,-0.282,-0.0198,0.359,0.714,0.837,93.59,0.6248,16.29
90.09,16.16,680,136.01,51.95,75.03,1,0.0098,427.54,76.91,0.18,0.0208,0.552,0.194,0.857,91.34,0.17,14.6
67.45,56.42,3297,151.45,46.83,76.37,0,0.0277,392.87,184.77,-0.163,0.015,0.497,0.942,0.971,120.88,0.8243,7.33
95.24,15.07,326,62.74,46.46,114.11,1,0.0056,307.54,14.4,0.118,0.0226,0.476,0.093,0.801,79.43,0.0815,11.94
90.9,31.11,145,218.3,47.27,36.17,0,0.0338,430.6,52.06,-0.292,-0.0383,0.553,0.041,0.835,97.49,0.0362,0.54
79.38,91.23,1695,101.94,52.63,137.6,0,0.0221,375.86,35.45,-0.053,0.0079,0.507,0.484,0.883,157.92,0.4238,25.13
97.28,92.37,51,223.28,21.6,14.13,0,0.0258,388.63,88.78,0.872,0.0146,0.548,0.015,0.951,173.49,0.0128,7.17
92.91,12.97,681,85.31,35.17,47.38,1,0.0218,334.08,204.47,0.4,0.034,0.485,0.195,0.924,31.55,0.1703,2.61
89.15,68.74,841,121.61,45.49,72.29,1,0.0178,379.24,185.58,1.371,0.0202,0.968,0.24,0.861,132.48,0.2102,17.39
60.79,55.27,3419,29.1,55.49,106.17,0,0.042,313.75,30.23,0.632,0.0049,0.765,0.977,0.897,172.83,0.8548,11.61
84.48,92.17,1284,141.67,25.91,30.64,1,0.0405,413.62,37.03,-0.384,-0.006,0.393,0.367,0.95,48.08,0.321,19.34
76.45,59.18,2078,79.38,35.73,131.84,0,0.047,387.45,232.31,0.167,0.0118,0.397,0.594,0.896,76.79,0.5195,11.29
95.69,94.07,234,27.37,41.15,63.63,1,0.015,420.45,109.15,0.877,0.0161,0.731,0.067,0.802,103.54,0.0585,11.53
92.42,86.88,141,205.85,26.37,52.31,0,0.0449,426.14,120.02,-0.117,0.0337,0.29,0.04,0.843,62.84,0.0353,19.14
80.99,26.9,1313,171.85,51.31,117.23,0,0.0323,354.36,76.43,0.302,-0.0126,0.594,0.375,0.95,151.28,0.3282,10.17
88.39,44.54,820,197.85,52.63,139.46,0,0.0121,399.45,82.29,1.377,0.0479,1.037,0.234,0.887,114.89,0.205,28.35
75.69,10.62,2010,46.69,53.38,146.94,0,0.0281,311.12,121.64,0.682,-0.0102,0.766,0.574,0.967,106.4,0.5025,22.8
74.5,27.68,1767,166.12,64.35,89.42,1,0.0253,349.5,158.13,0.488,-0.0286,0.789,0.505,0.833,178.23,0.4418,1.03
80.59,91.64,1650,43.16,35.07,24.53,0,0.0449,408.68,119.3,1.043,0.0172,0.741,0.471,0.932,84.99,0.4125,10.22
75.59,31.2,2511,76.62,21.33,76.09,0,0.0343,433.83,138.73,0.554,0.0325,0.418,0.717,0.847,116.67,0.6278,28.27
73.54,62.95,3323,84.02,38.98,77.92,1,0.0056,304.19,49.02,0.405,0.0481,0.522,0.949,0.814,83.58,0.8307,15.86
94.81,36.07,580,29.89,35.77,84.79,1,0.0142,370.08,246.04,0.45,-0.0326,0.51,0.166,0.842,89.9,0.145,1.13
94.07,79.82,500,101.66,24.72,69.72,0,0.0222,329.85,84.13,-0.045,0.0276,0.246,0.143,0.836,63.8,0.125,8.1
79.25,52.76,2459,75.69,30.73,29.71,1,0.0199,447.97,132.46,0.69,0.0129,0.56,0.703,0.969,68.85,0.6148,10.57
86.62,69.52,1362,84.1,39.88,92.09,0,0.0187,321.71,59.84,1.045,-0.0423,0.786,0.389,0.905,54.1,0.3405,8.15
92.72,94.88,214,199.48,43.64,137.49,1,0.0289,360.49,73.8,0.755,-0.0222,0.705,0.061,0.934,57.88,0.0535,15.92
79.25,29.13,1596,38.36,60.55,18.38,0,0.0148,348.96,241.6,0.182,-0.0412,0.632,0.456,0.882,21.59,0.399,19.07
60.65,64.81,3443,173.7,57.25,149.94,0,0.0397,357.08,227.82,0.654,0.0202,0.79,0.984,0.935,29.9,0.8608,24.48
73.0,12.49,2104,7.14,57.06,14.95,0,0.0309,313.7,21.61,0.202,-0.0315,0.608,0.601,0.876,89.04,0.526,13.7
87.23,19.92,641,159.34,55.85,36.94,0,0.0217,323.27,16.33,-0.245,-0.0312,0.614,0.183,0.986,20.02,0.1603,22.17
75.69,39.34,2519,18.55,29.85,45.98,0,0.0328,323.11,82.47,-0.442,0.0091,0.452,0.72,0.8,158.08,0.6298,24.63
80.65,35.25,1672,214.35,48.14,113.7,0,0.0248,358.58,162.87,-0.277,-0.0073,0.555,0.478,0.975,91.79,0.418,25.01
85.26,28.71,989,240.59,30.03,36.05,0,0.0468,333.92,171.8,0.897,-0.0422,0.636,0.283,0.845,62.74,0.2472,17.93
76.66,44.87,2701,155.22,23.94,63.79,0,0.0208,434.28,235.64,1.0,0.0263,0.621,0.772,0.809,132.81,0.6753,28.98
76.85,64.53,1386,93.01,58.2,103.88,0,0.0395,424.51,103.07,0.529,-0.0176,0.749,0.396,0.934,98.87,0.3465,6.84
76.78,22.28,1240,206.89,62.96,61.51,0,0.0376,369.17,205.03,-0.204,0.0023,0.663,0.354,0.87,51.45,0.31,7.19
99.48,75.83,149,20.75,37.71,50.59,1,0.007,336.29,78.8,0.921,0.0203,0.716,0.043,0.961,42.38,0.0372,14.0
73.99,24.91,2165,121.57,46.18,88.53,0,0.0411,434.12,61.39,1.186,0.0239,0.901,0.619,0.961,82.55,0.5413,27.58
73.19,97.18,2504,65.41,36.31,12.05,1,0.0465,310.67,53.78,1.36,0.016,0.879,0.715,0.971,20.63,0.626,8.71
69.25,61.29,3164,63.68,39.73,11.87,1,0.0329,337.72,193.03,0.162,-0.0395,0.432,0.904,0.853,159.09,0.791,10.27
83.95,72.85,1139,235.74,23.59,33.6,1,0.0491,369.79,81.25,-0.443,-0.032,0.395,0.325,0.959,117.81,0.2848,5.66
95.69,30.09,410,38.21,37.75,38.42,0,0.0149,404.7,106.08,0.6,-0.0307,0.588,0.117,0.924,156.95,0.1025,3.64
87.37,93.07,939,143.95,22.13,144.21,0,0.0388,396.35,120.38,0.679,-0.0214,0.476,0.268,0.881,17.56,0.2348,12.87
77.67,50.87,1334,119.31,58.86,51.17,1,0.0372,430.14,212.05,1.079,-0.0315,0.975,0.381,0.981,54.49,0.3335,29.96
82.96,18.03,1526,117.74,21.36,116.02,1,0.0382,371.1,191.2,-0.227,0.0388,0.288,0.436,0.936,151.51,0.3815,24.67
92.41,54.42,127,5.14,51.41,78.8,0,0.0218,431.81,183.32,-0.004,0.035,0.476,0.036,0.903,164.54,0.0318,0.28
65.47,90.94,3489,150.88,36.06,43.94,0,0.045,446.97,20.69,0.814,-0.0232,0.658,0.997,0.899,142.26,0.8722,8.46
70.69,15.2,2707,48.68,56.02,102.86,1,0.0198,377.55,44.45,0.041,-0.014,0.534,0.773,0.871,154.24,0.6767,0.12
86.59,35.64,319,68.59,52.5,117.56,0,0.0426,434.11,206.92,-0.467,0.019,0.671,0.091,0.972,116.22,0.0798,14.13
83.49,25.44,1617,86.6,24.6,125.13,1,0.0308,366.93,242.23,1.162,-0.03,0.692,0.462,0.863,36.4,0.4042,16.7
86.97,71.02,52,17.74,58.7,94.44,1,0.0412,309.38,203.87,0.594,-0.0268,0.779,0.015,0.911,35.05,0.013,25.68
81.05,31.63,901,83.96,52.37,64.0,1,0.0457,435.45,52.1,0.845,-0.0466,0.821,0.257,0.87,160.25,0.2253,23.46
68.97,42.06,2875,100.28,57.25,15.31,0,0.0198,428.83,218.14,1.211,-0.0268,1.013,0.821,0.869,179.97,0.7188,18.9
80.0,73.52,1635,114.29,49.02,71.47,1,0.0275,432.33,200.36,-0.194,0.049,0.53,0.467,0.928,97.14,0.4088,2.75
96.32,50.23,626,19.67,24.95,59.8,1,0.0074,364.2,74.73,0.178,-0.0272,0.302,0.179,0.937,23.62,0.1565,9.95
77.43,98.11,1133,223.77,58.03,135.66,0,0.0476,301.17,150.14,-0.13,0.006,0.588,0.324,0.975,179.78,0.2833,27.84
94.72,75.59,828,158.32,21.46,90.42,0,0.0071,415.05,84.67,-0.377,0.0454,0.349,0.237,0.922,106.42,0.207,15.55
79.7,60.41,1698,207.75,32.09,17.02,1,0.0482,416.52,90.79,1.143,-0.0304,0.753,0.485,0.975,61.55,0.4245,25.01
98.63,91.18,133,157.0,40.79,73.96,1,0.0066,318.01,158.84,0.446,-0.0098,0.555,0.038,0.918,163.51,0.0333,27.15
62.59,77.86,3437,82.23,53.23,101.6,0,0.0365,305.75,228.27,1.302,-0.0125,1.012,0.982,0.952,93.43,0.8593,4.63
80.96,88.09,2482,143.81,28.14,69.13,1,0.0101,369.74,228.11,0.701,-0.0389,0.54,0.709,0.944,57.81,0.6205,14.51
75.11,13.21,2889,65.91,28.26,102.73,1,0.0213,435.6,110.58,1.09,0.0248,0.697,0.825,0.828,130.61,0.7223,22.14
90.71,65.82,506,219.72,37.28,27.3,1,0.0367,354.77,173.92,-0.419,0.0364,0.512,0.145,0.927,27.08,0.1265,5.03
89.51,50.43,413,62.92,39.94,115.29,1,0.0414,350.37,193.36,0.147,0.0326,0.427,0.118,0.858,149.74,0.1033,23.24
79.1,72.51,1032,18.03,58.34,103.27,0,0.0423,359.87,13.72,0.801,0.0353,0.859,0.295,0.939,71.26,0.258,20.43
71.34,99.62,2104,31.77,57.39,42.98,0,0.0387,316.07,66.13,1.415,-0.0397,1.096,0.601,0.876,100.46,0.526,25.0
70.27,41.98,1816,102.61,63.89,135.07,0,0.0461,342.43,228.55,0.63,-0.0119,0.842,0.519,0.895,67.58,0.454,26.29
92.52,13.32,400,46.34,27.1,115.41,0,0.0358,350.45,33.64,0.747,0.0068,0.549,0.114,0.959,120.12,0.1,21.06
92.73,99.92,433,240.92,46.38,146.01,1,0.0148,360.91,190.37,1.104,0.0094,0.87,0.124,0.855,63.81,0.1082,17.29
89.23,77.6,134,31.11,56.71,100.35,0,0.0303,361.63,239.82,-0.193,-0.0448,0.601,0.038,0.958,26.69,0.0335,29.66
59.38,96.11,3485,26.44,55.26,72.9,1,0.0475,315.09,36.65,-0.349,-0.0346,0.65,0.996,0.945,40.3,0.8712,15.35
80.48,66.34,1129,14.17,46.43,105.24,1,0.048,413.56,171.33,-0.39,-0.0369,0.585,0.323,0.847,100.47,0.2823,8.53
70.2,84.04,2545,196.49,49.21,123.57,0,0.0406,324.24,38.77,0.967,0.0258,0.841,0.727,0.982,28.46,0.6362,16.63
79.56,84.83,1547,174.54,61.2,62.9,0,0.0145,340.29,192.69,-0.009,-0.0145,0.569,0.442,0.9,62.31,0.3867,17.82
95.04,18.83,17,12.51,29.1,13.12,0,0.0372,378.47,226.9,-0.259,0.0366,0.372,0.005,0.873,142.12,0.0043,19.62
88.89,69.67,174,105.52,53.62,59.84,1,0.0327,414.9,45.15,0.45,0.0366,0.675,0.05,0.804,36.88,0.0435,1.9
89.63,75.42,563,28.54,59.34,12.97,0,0.0064,326.76,51.87,1.163,0.0215,1.013,0.161,0.907,163.87,0.1408,23.52
75.71,31.8,2101,213.09,50.81,104.72,1,0.0284,309.14,139.24,0.66,0.0171,0.733,0.6,0.98,60.64,0.5252,5.0
85.41,37.38,806,183.29,53.75,123.65,1,0.0273,306.6,241.91,1.358,0.0294,1.039,0.23,0.98,106.94,0.2015,23.14
70.34,46.81,3481,43.2,29.55,44.1,1,0.0226,435.6,69.17,0.859,0.0113,0.616,0.995,0.904,167.34,0.8702,13.23
68.33,97.77,2898,130.07,56.9,136.06,1,0.0225,396.27,49.16,1.061,-0.0295,0.95,0.828,0.86,146.02,0.7245,7.31
71.74,98.47,3089,142.79,30.81,61.83,0,0.0312,398.32,121.29,0.032,0.0298,0.297,0.883,0.898,94.85,0.7722,18.05
80.48,57.76,1603,203.7,53.34,139.68,1,0.0185,428.31,29.38,1.005,0.0144,0.894,0.458,0.836,169.81,0.4007,4.27
93.85,45.68,654,186.09,42.54,90.99,1,0.0072,392.95,242.81,-0.394,0.0482,0.55,0.187,0.928,148.61,0.1635,15.3
82.53,92.04,929,21.09,52.61,112.16,0,0.0382,322.18,235.16,0.152,0.0263,0.546,0.265,0.963,132.19,0.2323,16.89
88.47,37.27,1462,60.75,30.18,4.63,1,0.0117,445.48,127.2,-0.021,-0.0158,0.287,0.418,0.837,45.65,0.3655,13.86
62.31,89.19,3393,100.39,46.2,18.82,1,0.0493,403.79,72.34,0.947,0.047,0.805,0.969,0.89,18.82,0.8483,22.13
93.92,61.43,102,118.5,27.38,63.12,1,0.0387,369.73,59.83,0.389,-0.0452,0.408,0.029,0.824,25.24,0.0255,15.4
78.59,34.67,1507,44.44,59.87,84.59,1,0.0215,449.27,239.36,0.773,0.0287,0.862,0.431,0.803,144.57,0.3768,22.8
68.02,62.94,3301,67.6,49.78,12.69,0,0.0187,442.21,146.37,1.083,0.0327,0.893,0.943,0.866,171.89,0.8253,6.71
89.85,76.78,711,96.73,51.72,146.88,1,0.0115,405.09,15.02,0.753,0.0452,0.779,0.203,0.951,103.43,0.1777,2.69
85.26,99.61,501,119.8,63.38,58.87,0,0.0246,365.22,190.29,0.821,0.0108,0.913,0.143,0.901,26.95,0.1253,26.2
66.04,18.56,3427,50.95,29.12,44.83,1,0.0469,319.01,187.92,-0.314,0.0126,0.394,0.979,0.944,60.89,0.8568,18.35
85.78,62.58,600,123.69,49.59,47.01,0,0.0376,389.36,12.74,-0.127,-0.0375,0.509,0.171,0.827,171.38,0.15,5.17
79.61,26.49,2136,103.55,41.72,69.16,1,0.0207,396.9,35.56,-0.045,-0.0373,0.403,0.61,0.951,61.69,0.534,19.51
68.58,93.31,3373,145.87,34.4,90.72,0,0.0345,425.12,59.83,1.255,-0.0418,0.82,0.964,0.822,51.63,0.8433,19.05
82.44,25.1,1668,153.97,25.99,20.38,1,0.0336,353.06,198.64,0.732,-0.0441,0.533,0.477,0.834,173.58,0.417,28.4
92.96,64.1,404,228.71,38.53,43.87,0,0.0272,435.81,100.61,0.313,-0.0304,0.481,0.115,0.898,55.81,0.101,13.5
76.21,78.86,1744,224.83,59.17,3.66,0,0.0274,377.35,183.59,0.752,0.023,0.847,0.498,0.963,157.33,0.436,9.35
61.91,99.25,2766,115.22,64.97,44.75,1,0.0492,374.07,114.3,1.111,-0.0422,1.044,0.79,0.956,164.14,0.6915,7.42
86.73,86.99,91,170.68,54.89,124.69,1,0.0467,393.0,242.98,1.306,0.0383,1.029,0.026,0.923,54.23,0.0227,2.6
73.9,59.23,3163,215.81,21.53,108.11,0,0.0181,300.05,190.35,1.139,0.0065,0.654,0.904,0.942,112.86,0.7908,24.92
78.18,97.71,2021,245.41,30.99,10.99,1,0.0423,324.86,15.56,0.192,-0.0059,0.363,0.577,0.936,67.66,0.5052,29.22
79.65,74.22,2092,45.75,31.99,118.42,1,0.0324,301.26,75.06,0.345,0.011,0.433,0.598,0.957,77.66,0.523,17.11
74.21,53.44,2572,190.26,49.86,95.18,0,0.0181,446.24,189.3,1.004,0.0434,0.862,0.735,0.956,105.56,0.643,24.61
74.43,30.27,2330,29.7,26.17,147.78,1,0.0475,448.18,228.41,0.419,-0.0422,0.409,0.666,0.856,95.59,0.5825,21.36
78.26,41.14,1962,181.19,59.22,149.8,0,0.0061,345.52,103.26,0.796,-0.0343,0.865,0.561,0.814,93.93,0.4905,19.14
76.43,87.05,1930,221.61,38.69,15.91,0,0.0488,318.57,97.26,-0.361,0.0018,0.502,0.551,0.911,143.53,0.4825,14.43
77.81,89.03,1915,7.68,55.82,33.6,1,0.0174,319.11,219.39,-0.114,-0.0107,0.561,0.547,0.952,143.89,0.4788,4.12
71.99,34.68,2497,177.89,48.36,139.74,1,0.0348,429.21,203.23,1.162,0.0496,0.911,0.713,0.979,46.59,0.6242,12.56
67.76,59.42,3162,226.27,60.81,33.42,1,0.0102,373.89,33.38,-0.14,0.0092,0.617,0.903,0.945,56.57,0.7905,29.42
92.05,90.95,166,168.28,59.1,114.97,1,0.0099,335.67,227.3,-0.493,-0.0058,0.743,0.047,0.862,31.05,0.0415,13.61
76.71,63.6,2983,82.7,23.75,10.83,0,0.0111,343.39,36.67,0.65,-0.0357,0.479,0.852,0.932,94.17,0.7458,21.29
95.09,32.79,172,121.3,49.39,9.62,1,0.01,383.0,165.34,1.021,-0.0217,0.864,0.049,0.929,147.62,0.043,12.98
90.33,15.8,130,66.66,49.45,15.47,0,0.0351,412.56,132.4,-0.068,-0.0154,0.484,0.037,0.908,65.67,0.0325,13.37
75.91,91.41,2399,103.73,29.29,55.76,0,0.0379,409.92,89.01,0.61,0.0361,0.514,0.685,0.894,175.36,0.5998,25.01
87.29,53.97,1643,26.75,25.39,43.05,0,0.0106,435.33,13.24,0.065,-0.0316,0.26,0.469,0.851,113.91,0.4108,0.02
72.98,50.11,2715,68.72,35.88,6.73,0,0.0372,315.26,90.58,0.609,0.0228,0.575,0.776,0.8,108.93,0.6787,6.41
72.66,42.95,2942,44.89,27.89,47.05,0,0.0337,421.52,102.86,-0.114,-0.0108,0.303,0.841,0.979,91.0,0.7355,19.79
74.85,57.19,1868,164.62,44.8,35.95,1,0.0492,359.71,178.92,0.097,-0.0057,0.452,0.534,0.859,127.54,0.467,13.26
88.86,53.62,1112,30.99,25.29,116.02,1,0.0254,422.18,169.87,1.281,0.0213,0.746,0.318,0.944,23.73,0.278,27.48
68.28,55.55,3093,205.6,57.33,144.28,0,0.0142,386.22,87.41,1.33,-0.0291,1.061,0.884,0.855,114.28,0.7732,16.66
97.32,67.78,230,19.02,38.49,60.33,0,0.0113,445.25,161.23,-0.406,-0.0347,0.518,0.066,0.821,145.88,0.0575,9.67
74.2,48.3,1893,35.19,57.48,30.01,0,0.0331,376.54,67.4,0.531,-0.022,0.743,0.541,0.903,51.3,0.4733,14.66
84.98,10.75,1615,102.88,22.86,9.01,1,0.0245,337.04,143.81,1.017,0.0305,0.618,0.461,0.934,113.41,0.4037,5.67
88.88,91.21,658,114.98,31.18,38.26,0,0.042,307.84,235.63,-0.373,0.0379,0.437,0.188,0.849,142.4,0.1645,4.18
83.23,83.03,341,236.64,58.16,104.07,1,0.0491,313.56,205.97,-0.272,-0.0354,0.646,0.097,0.909,86.46,0.0853,1.12
77.74,40.37,1850,193.57,35.27,112.6,0,0.0494,343.0,109.96,1.43,0.0047,0.898,0.529,0.835,167.79,0.4625,6.35
65.56,28.64,3437,61.1,47.67,95.57,0,0.0288,349.13,114.03,0.814,-0.0224,0.766,0.982,0.874,105.94,0.8593,16.44
81.38,74.71,1617,59.38,56.28,120.1,0,0.0102,387.46,159.36,1.017,-0.0298,0.926,0.462,0.913,60.58,0.4042,5.13
73.96,60.25,2294,10.5,63.5,84.71,1,0.0103,342.04,230.64,0.703,-0.0087,0.867,0.655,0.973,161.43,0.5735,5.34
96.97,85.28,287,126.88,23.39,149.54,0,0.0167,433.95,145.9,1.418,-0.0369,0.783,0.082,0.87,175.73,0.0718,11.4
71.81,78.14,2898,183.64,20.89,141.01,0,0.0389,343.92,219.48,0.095,0.0308,0.231,0.828,0.925,159.63,0.7245,5.8
85.73,98.44,936,34.26,63.24,79.8,0,0.0059,322.92,82.49,0.069,0.0013,0.611,0.267,0.956,73.83,0.234,8.18
92.38,86.11,996,222.84,27.87,135.18,0,0.013,449.58,40.47,0.541,0.0133,0.474,0.285,0.984,152.41,0.249,16.43
59.88,93.0,3259,247.36,61.53,88.25,0,0.0448,316.65,87.59,0.862,0.0151,0.913,0.931,0.956,89.21,0.8147,3.25
67.55,27.02,3404,230.42,22.5,129.65,0,0.0406,448.83,59.33,1.445,-0.0478,0.786,0.973,0.966,35.32,0.851,26.13
74.19,25.81,1770,228.04,60.39,86.07,0,0.0335,302.76,14.62,0.309,0.049,0.681,0.506,0.888,153.1,0.4425,1.99
70.11,85.59,2262,196.21,57.48,58.21,1,0.0386,415.85,230.79,1.066,-0.0284,0.957,0.646,0.89,112.31,0.5655,12.6
68.82,89.14,3057,244.97,45.34,50.63,1,0.0323,407.02,149.28,1.059,0.0134,0.842,0.873,0.946,130.56,0.7642,23.11
73.55,42.7,2418,109.42,28.97,125.92,0,0.0485,321.65,180.33,1.179,0.0397,0.739,0.691,0.864,163.04,0.6045,11.07
73.83,88.96,2166,103.19,56.28,49.83,0,0.0251,332.32,131.91,0.659,0.0204,0.783,0.619,0.853,113.65,0.5415,29.34
75.19,36.52,1845,102.57,60.88,84.91,0,0.0262,392.5,141.7,-0.306,0.0055,0.684,0.527,0.984,86.81,0.4612,13.52
69.41,25.67,3391,25.56,45.15,35.68,0,0.0166,431.1,247.64,1.075,0.0379,0.847,0.969,0.967,27.25,0.8478,17.3
82.32,82.94,1191,134.97,46.89,32.21,1,0.0361,300.26,140.66,1.269,0.0013,0.94,0.34,0.877,18.37,0.2978,15.49
87.62,67.92,796,116.48,53.21,112.23,0,0.0152,407.9,204.19,0.564,0.0013,0.717,0.227,0.83,71.2,0.199,27.6
73.68,99.21,2342,165.29,37.56,111.02,0,0.0481,400.23,38.97,0.587,-0.0023,0.582,0.669,0.934,178.31,0.5855,6.63
77.48,49.92,1005,71.13,60.96,57.15,1,0.0456,301.71,54.28,0.131,0.0328,0.615,0.287,0.81,166.51,0.2513,11.21
74.2,72.96,1674,80.46,64.81,137.42,0,0.031,384.29,151.41,0.205,-0.0148,0.68,0.478,0.912,59.94,0.4185,14.13
62.41,72.29,3267,199.85,63.07,112.05,0,0.0293,328.35,219.15,0.918,-0.0224,0.949,0.933,0.942,151.88,0.8167,10.01
77.84,79.42,1914,135.27,38.11,83.18,1,0.0433,343.47,219.38,0.179,-0.0276,0.423,0.547,0.914,159.11,0.4785,28.98
95.44,45.37,123,41.6,20.42,59.78,0,0.032,371.48,29.45,1.23,-0.0215,0.68,0.035,0.942,106.74,0.0307,27.84
72.8,92.51,2650,122.6,49.8,74.96,1,0.0202,382.14,91.13,-0.017,0.0432,0.466,0.757,0.828,80.87,0.6625,29.2
78.25,52.75,2914,206.41,25.17,20.49,1,0.007,338.36,249.97,0.337,0.0346,0.367,0.833,0.987,153.38,0.7285,27.8
80.02,39.29,1948,23.88,52.69,86.74,0,0.0095,381.75,245.85,-0.471,0.0296,0.675,0.557,0.937,74.27,0.487,6.45
95.86,71.04,45,129.28,36.95,68.88,0,0.0304,377.01,182.68,0.438,-0.0132,0.516,0.013,0.963,139.16,0.0112,14.05
82.71,39.79,864,208.03,64.14,11.93,0,0.0217,362.61,216.23,0.788,-0.0265,0.907,0.247,0.9,93.99,0.216,16.11
95.6,53.46,6,38.15,27.76,3.51,1,0.0339,347.51,53.46,0.959,-0.009,0.64,0.002,0.808,75.82,0.0015,11.41
82.13,66.8,1110,194.8,49.41,119.07,0,0.0368,349.53,138.51,1.342,0.034,0.993,0.317,0.898,154.95,0.2775,29.19
91.72,11.57,604,214.64,38.45,50.91,1,0.0268,310.91,120.0,-0.44,-0.014,0.531,0.173,0.982,171.46,0.151,5.2
69.61,42.15,2895,23.44,28.45,21.8,0,0.0483,437.47,159.73,0.978,-0.0417,0.654,0.827,0.811,164.0,0.7238,26.9
84.97,82.81,1402,81.07,36.6,42.48,0,0.0289,402.27,181.66,0.289,0.0321,0.453,0.401,0.814,138.73,0.3505,16.61
82.16,10.9,1176,186.84,56.25,90.66,0,0.024,354.53,81.0,1.211,0.0259,1.004,0.336,0.914,24.42,0.294,17.01
63.28,21.6,3402,230.62,61.54,136.89,0,0.0212,368.27,64.0,0.495,0.0165,0.766,0.972,0.901,42.26,0.8505,13.29
89.09,83.14,583,215.36,59.65,26.31,1,0.0079,419.76,39.39,1.276,-0.0012,1.061,0.167,0.911,137.24,0.1457,11.27
78.37,29.23,2246,246.65,49.13,147.71,1,0.0094,334.43,162.38,0.715,-0.0161,0.74,0.642,0.818,43.87,0.5615,21.52
75.36,81.19,2228,29.05,56.7,30.67,0,0.0154,340.39,142.87,0.537,0.0084,0.738,0.637,0.926,173.26,0.557,0.13
79.02,74.76,1976,127.45,41.16,125.04,1,0.0297,362.54,211.93,1.427,-0.0284,0.951,0.565,0.873,88.24,0.494,11.11
84.18,40.59,1217,235.42,43.12,39.55,0,0.0318,368.69,200.96,1.292,0.04,0.915,0.348,0.903,117.47,0.3043,26.65
63.7,38.48,2958,88.18,55.56,109.62,1,0.0448,442.12,74.28,-0.322,0.0279,0.642,0.845,0.831,176.7,0.7395,0.11
83.73,91.62,1747,81.18,41.62,111.64,1,0.0137,448.59,50.2,1.447,0.0082,0.963,0.499,0.81,82.25,0.4368,16.74
85.74,61.46,876,97.86,46.31,36.61,1,0.033,379.8,108.65,0.334,-0.0254,0.561,0.25,0.912,171.29,0.219,17.63
87.22,91.76,1235,44.58,45.68,144.97,1,0.0119,378.64,206.04,-0.364,0.0089,0.567,0.353,0.896,131.07,0.3088,20.56
